image_id,model,original_path,upscaled_path,ssim,ms_ssim,psnr,lpips,sharpness,sharpness_diff_pct,contrast,contrast_diff_pct,entropy,noise,edge_density,edge_diff_pct,artifact_block,artifact_ringing,artifact_total,delta_e,high_freq_ratio,texture_complexity,local_quality_mean,local_quality_std,local_quality_min,histogram_corr,lab_L_mean,total_score
00000005_006,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_006.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000005_006.png,0.9031,0.9936,40.08,0.1505,0.64,-32.9,69.25,1.4,7.112,2.39,0.11,74.4,304.34,46.22,350.55999999999995,0.91,0.364002373044665,4.842728041112423,0.9141,0.1423,0.4228,0.0633,94.87072849273682,57.0
00000005_006,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_006.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000005_006.png,0.8374,0.9863,37.29,0.2399,0.91,-4.2,69.75,2.1,7.006,2.24,0.15,136.9,277.35,42.86,320.21000000000004,1.2,0.3950165673992148,4.868302093818784,0.8534,0.2188,0.1516,0.2274,94.07064247131348,57.0
00000005_006,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_006.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000005_006.png,0.9605,0.9957,41.9,0.0828,2.45,156.9,67.93,-0.5,7.295,6.74,0.06,-5.8,702.66,46.4,749.06,1.15,0.5247179069191679,4.850512873381376,0.9597,0.0363,0.7773,0.9443,94.04277420043944,55.7
00000005_007,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_007.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000005_007.png,0.9679,0.9935,40.51,0.1988,1.41,-9.2,60.07,0.2,7.782,3.11,0.35,20.3,361.28,56.21,417.49,0.91,0.4051260213802984,5.909096170216799,0.966,0.0161,0.9179,0.8551,118.23236751556396,58.2
00000005_007,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_007.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000005_007.png,0.9372,0.9832,36.38,0.3134,1.89,21.8,60.88,1.6,7.766,2.92,0.41,40.8,314.25,52.73,366.98,1.25,0.419364001721799,5.963007677346468,0.9319,0.0291,0.8068,0.9149,117.42697334289552,58.6
00000005_007,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_007.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000005_007.png,0.9674,0.9951,41.14,0.1054,3.39,118.7,59.86,-0.1,7.775,8.24,0.31,5.7,832.32,54.63,886.95,1.27,0.5338909814488976,5.920257596299052,0.9651,0.0281,0.8026,0.8473,116.63917064666748,56.5
00000006_000,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000006_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000006_000.png,0.9785,0.9926,37.0,0.0872,4.81,-4.7,58.28,1.9,7.497,2.45,0.6,-0.4,261.22,69.36,330.58000000000004,1.1,0.3580633566717506,4.13505781441927,0.9837,0.004,0.9689,0.5171,181.976134300232,55.4
00000006_000,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000006_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000006_000.png,0.9643,0.9792,33.99,0.1878,6.53,29.6,59.16,3.4,7.239,1.97,0.62,3.4,200.15,64.21,264.36,1.33,0.3582056621809718,4.030242338776588,0.96,0.0233,0.8561,0.2562,182.0043182373047,55.2
00000006_000,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000006_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000006_000.png,0.9748,0.9952,39.27,0.0961,4.85,-3.7,57.2,0.0,7.527,4.86,0.58,-2.9,477.06,62.86,539.92,1.0,0.5008045793346604,4.119321908801794,0.9719,0.0269,0.834,0.9943,179.84456825256348,54.5
00000007_000,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000007_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000007_000.png,0.9818,0.9919,35.9,0.0745,6.87,27.1,59.97,2.2,7.487,3.27,1.02,10.4,334.7,63.47,398.17,1.16,0.4556229515035436,4.885250134393573,0.981,0.021,0.75,0.4916,183.56969356536865,56.6
00000007_000,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000007_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000007_000.png,0.9629,0.9793,32.65,0.1583,10.49,94.1,61.1,4.1,7.154,3.14,1.17,26.0,306.02,59.05,365.07,1.44,0.4958943601868928,4.860595632344484,0.9552,0.0549,0.4615,0.206,183.68947792053223,56.4
00000007_000,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000007_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000007_000.png,0.977,0.9953,37.85,0.0943,6.06,12.1,58.59,-0.2,7.543,5.39,0.92,-0.8,530.8,55.39,586.1899999999999,1.06,0.4974378716256639,4.8266843520104885,0.9698,0.0285,0.8227,0.9935,181.5143795013428,55.7
00000008_000,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000008_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000008_000.png,0.9882,0.9953,41.5,0.1041,1.11,69.1,57.67,-0.2,7.464,3.07,0.27,64.1,325.29,65.02,390.31,0.85,0.4099318785454767,4.844990819692612,0.9825,0.0052,0.9668,0.984,158.328782081604,55.8
00000008_000,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000008_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000008_000.png,0.9645,0.9824,37.85,0.207,1.59,142.0,58.53,1.3,7.438,2.65,0.36,116.0,268.04,61.44,329.48,1.05,0.4443925050699674,4.781994000077248,0.9551,0.0247,0.8412,0.9635,158.16948223114014,56.1
00000008_000,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000008_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000008_000.png,0.9734,0.9944,40.76,0.1182,2.35,256.6,57.98,0.3,7.462,6.27,0.2,19.1,610.67,60.1,670.77,1.11,0.4939629105463984,4.863379932940006,0.9672,0.0268,0.8512,0.9976,156.9942045211792,54.9
00000008_001,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000008_001.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000008_001.png,0.9844,0.9952,42.35,0.0896,1.59,86.0,52.95,-0.2,7.371,2.91,0.27,33.8,287.67,65.6,353.27,0.8,0.4242750391995812,4.346673209220171,0.9841,0.0043,0.967,0.9861,161.00453090667725,54.4
00000008_001,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000008_001.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000008_001.png,0.9598,0.9833,38.36,0.1963,2.26,163.4,53.8,1.4,7.371,2.56,0.36,75.2,235.63,61.26,296.89,1.0,0.4570542369305929,4.305574614554644,0.9591,0.023,0.8676,0.9637,160.86076164245603,54.7
00000008_001,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000008_001.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000008_001.png,0.9716,0.9945,41.82,0.1108,2.14,149.4,53.22,0.3,7.375,5.51,0.21,4.9,520.03,59.07,579.1,1.05,0.4851271265158744,4.393422100692987,0.9708,0.0233,0.8469,0.9961,159.79343128204346,53.7
00000008_002,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000008_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000008_002.png,0.9857,0.9955,41.87,0.0921,9.97,25.4,76.08,0.2,7.159,3.14,0.71,0.7,263.2,86.01,349.21,0.77,0.3576079216278993,5.623646937310696,0.9797,0.0074,0.9566,0.9941,141.6581163406372,59.5
00000008_002,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000008_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000008_002.png,0.9679,0.9861,38.83,0.1797,11.75,47.7,76.49,0.7,7.097,2.88,0.73,3.5,217.33,76.86,294.19,0.87,0.3796491977397999,5.615302585065365,0.9583,0.023,0.8768,0.9983,141.41118144989014,59.7
00000008_002,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000008_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000008_002.png,0.9214,0.9955,40.1,0.089,6.93,-12.9,74.93,-1.3,7.131,5.36,0.69,-2.2,493.71,77.44,571.15,1.04,0.4495029507064976,5.563896093517542,0.9313,0.1232,0.4867,0.0421,140.73823738098145,58.3
00000009_000,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000009_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000009_000.png,0.949,0.9923,39.67,0.2008,0.88,-25.7,69.36,1.1,7.786,2.67,0.14,47.8,301.35,45.19,346.54,0.95,0.3940367274675015,4.712720392271876,0.9483,0.0756,0.396,0.2424,131.38001441955566,58.0
00000009_000,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000009_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000009_000.png,0.9108,0.9836,36.48,0.2814,1.39,16.9,70.15,2.3,7.714,2.53,0.22,129.8,282.11,43.83,325.94,1.21,0.4323627917277882,4.77786504663527,0.9108,0.136,0.1094,0.3855,130.84613800048828,58.2
00000009_000,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000009_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000009_000.png,0.9697,0.9956,41.73,0.082,2.78,134.0,68.64,0.1,7.81,7.89,0.09,-8.4,797.36,43.21,840.57,1.21,0.530189719480177,4.756540115922689,0.9668,0.0244,0.776,0.8936,129.93564796447754,56.3
00000010_000,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000010_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000010_000.png,0.9117,0.9913,38.33,0.1739,1.75,32.8,77.78,1.0,7.197,2.81,0.27,44.6,311.33,53.27,364.6,0.93,0.3501710775433485,5.469100205227733,0.9128,0.13,0.4164,0.3655,107.6897678375244,59.2
00000010_000,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000010_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000010_000.png,0.8583,0.981,34.45,0.2521,2.17,64.6,78.36,1.7,6.98,2.73,0.31,68.2,289.5,54.23,343.73,1.18,0.4003466243960626,5.4824769124388695,0.8597,0.1862,0.2886,0.4506,107.08730792999268,59.0
00000010_000,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000010_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000010_000.png,0.9418,0.9951,40.9,0.0793,3.41,159.0,76.48,-0.7,7.232,7.27,0.21,14.5,737.06,50.0,787.06,1.15,0.5224224038987711,5.445602741092444,0.9469,0.0637,0.5975,0.2622,106.7318058013916,57.6
00000011_000,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000011_000.png,0.9514,0.9903,40.41,0.2856,0.56,-58.6,65.89,0.5,7.814,2.29,0.11,1.1,275.7,50.88,326.58,0.94,0.3723692670450952,4.4718061946332455,0.9482,0.0255,0.8316,0.9456,128.39272022247314,57.3
00000011_000,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000011_000.png,0.9301,0.9809,37.82,0.3788,0.67,-51.0,66.43,1.3,7.768,1.96,0.12,13.1,238.65,44.92,283.57,1.17,0.3888781359734568,4.437338244169951,0.9221,0.0261,0.7706,0.8904,127.88098621368408,57.4
00000011_000,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000011_000.png,0.9568,0.9952,41.34,0.0986,3.39,149.5,65.61,0.0,7.795,8.85,0.1,-6.1,901.05,50.96,952.01,1.35,0.5642144278904057,4.569536000490189,0.956,0.0517,0.6518,0.2191,126.91814517974854,55.2
00000011_001,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_001.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000011_001.png,0.985,0.9929,36.63,0.0842,3.37,-26.9,63.03,2.2,7.497,2.27,0.53,2.5,249.77,71.57,321.34000000000003,1.07,0.317393811325098,4.129991261288524,0.983,0.0196,0.7307,0.8158,179.11031818389893,56.0
00000011_001,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_001.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000011_001.png,0.9571,0.9798,33.7,0.1818,3.38,-26.5,64.24,4.1,7.292,1.78,0.57,9.8,192.42,68.63,261.04999999999995,1.33,0.3184161648931863,4.0691617503762245,0.9515,0.0741,0.3197,0.5035,179.10948371887207,56.0
00000011_001,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_001.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000011_001.png,0.9783,0.9953,40.0,0.1026,3.77,-18.2,61.68,-0.0,7.422,4.74,0.54,3.6,467.83,61.69,529.52,1.02,0.483437292213941,4.118987526744604,0.9681,0.0326,0.7953,0.9678,177.29809665679932,54.9
00000011_002,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000011_002.png,0.9553,0.9921,41.22,0.2576,0.59,-55.5,65.93,0.3,7.806,2.48,0.09,-3.6,283.69,45.83,329.52,0.9,0.3505367325003886,4.969906266778708,0.951,0.0433,0.6145,0.8565,129.3651933670044,58.0
00000011_002,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000011_002.png,0.9314,0.9833,38.37,0.3496,0.76,-42.7,66.55,1.3,7.763,2.21,0.13,35.5,251.51,40.11,291.62,1.14,0.3707314162618511,4.979853183031082,0.9234,0.0646,0.3884,0.8209,128.84061813354492,58.1
00000011_002,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000011_002.png,0.9607,0.9955,41.35,0.0969,3.22,142.2,65.76,0.1,7.805,8.65,0.08,-16.4,864.5,45.65,910.15,1.33,0.5455808285214642,5.047002704814076,0.9614,0.0318,0.6987,0.5676,127.92022228240968,56.0
00000011_003,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_003.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000011_003.png,0.9891,0.9934,36.87,0.0754,4.66,-9.9,67.15,1.7,7.573,2.49,0.65,-5.7,289.62,73.7,363.32,1.03,0.3841588624491375,4.613075964152813,0.984,0.0121,0.8502,0.5895,171.6073818206787,57.4
00000011_003,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_003.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000011_003.png,0.9646,0.9813,33.76,0.1725,4.79,-7.3,68.38,3.6,7.332,2.03,0.68,-0.5,239.16,69.95,309.11,1.3,0.3884942371957733,4.607239477336407,0.9531,0.0634,0.4409,0.2854,171.63440418243408,57.3
00000011_003,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_003.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000011_003.png,0.9698,0.9948,39.22,0.1191,4.95,-4.3,65.87,-0.2,7.554,5.09,0.68,-1.7,524.2,59.48,583.6800000000001,1.11,0.4874328590647407,4.642266472801566,0.9551,0.0513,0.7796,0.6865,169.96906661987305,56.4
00000011_004,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_004.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000011_004.png,0.9803,0.9933,37.44,0.0857,5.62,28.4,65.42,2.0,7.723,3.02,0.54,7.2,305.66,65.02,370.68,1.03,0.3997104297986631,5.223308494314551,0.9732,0.0632,0.5727,0.7012,165.1103048324585,58.2
00000011_004,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_004.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000011_004.png,0.9518,0.9806,34.17,0.186,6.17,40.9,66.53,3.7,7.549,2.63,0.67,33.5,269.16,59.42,328.58000000000004,1.29,0.4481978643779903,5.268034944310784,0.9413,0.1151,0.2299,0.434,165.01280784606934,58.3
00000011_004,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_004.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000011_004.png,0.969,0.9944,38.87,0.1186,6.02,37.5,64.29,0.2,7.688,6.02,0.54,6.0,597.0,54.64,651.64,1.17,0.5299401042629124,5.252292864024639,0.9596,0.0477,0.7551,0.9626,163.40113067626953,57.0
00000011_005,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_005.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000011_005.png,0.9731,0.9959,42.25,0.1151,3.13,-13.4,63.4,0.7,7.631,1.98,0.37,8.7,208.71,71.2,279.91,0.75,0.4116457668960439,3.1235330924391747,0.9733,0.0435,0.7049,0.3201,123.60418128967284,55.0
00000011_005,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_005.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000011_005.png,0.9477,0.9889,39.82,0.1985,3.15,-12.9,63.81,1.4,7.566,1.62,0.43,27.1,168.41,68.93,237.34,0.95,0.4240870099062845,3.0646139290183783,0.9495,0.074,0.6056,0.2167,122.88729858398438,55.0
00000011_005,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_005.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000011_005.png,0.9701,0.9956,40.39,0.1127,3.1,-14.2,62.83,-0.2,7.567,4.77,0.32,-5.2,487.69,65.7,553.39,1.2,0.5161593811527955,3.144934494048357,0.9654,0.0345,0.7796,0.2666,122.28596305847168,53.8
00000011_006,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_006.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000011_006.png,0.9468,0.9937,41.37,0.2249,0.71,-40.6,69.83,0.5,7.659,2.58,0.12,7.1,310.1,49.87,359.97,0.87,0.3684044806417907,5.295702684670687,0.9531,0.0525,0.5324,0.1749,124.12242221832275,58.6
00000011_006,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_006.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000011_006.png,0.9081,0.9856,38.48,0.3162,0.88,-26.1,70.55,1.5,7.599,2.31,0.16,38.2,278.6,46.26,324.86,1.12,0.3823738920030823,5.307974126189947,0.9199,0.0942,0.2257,0.3834,123.55847835540771,58.8
00000011_006,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_006.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000011_006.png,0.9665,0.9957,41.9,0.0826,2.65,122.8,69.29,-0.3,7.709,7.62,0.11,-4.3,771.58,49.2,820.7800000000001,1.21,0.5127993920258221,5.313804913312197,0.9634,0.0361,0.7189,0.6407,122.89366340637208,57.0
00000011_007,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_007.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000011_007.png,0.9551,0.9931,41.33,0.2484,0.65,-46.6,65.79,0.3,7.785,2.59,0.08,13.9,313.78,52.0,365.78,0.89,0.341990832632127,5.577766299247742,0.9608,0.0166,0.9247,0.7346,124.74198627471924,58.7
00000011_007,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_007.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000011_007.png,0.931,0.9848,38.38,0.3538,0.94,-22.8,66.39,1.2,7.755,2.33,0.13,80.1,281.06,47.74,328.8,1.14,0.361985444909007,5.61814958229661,0.9352,0.0189,0.8457,0.7029,124.21572589874268,58.9
00000011_007,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_007.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000011_007.png,0.9622,0.9956,41.5,0.0912,3.05,149.3,65.56,-0.0,7.801,8.49,0.07,-3.7,857.89,48.8,906.69,1.32,0.528523343154771,5.6256446801126,0.9654,0.023,0.8131,0.491,123.36004447937012,56.8
00000011_008,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000011_008.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000011_008.png,0.9581,0.9927,40.78,0.2427,0.73,-39.9,67.89,0.5,7.828,2.46,0.1,14.7,305.75,52.31,358.06,0.9,0.3609739349022353,5.290528312325478,0.9572,0.0294,0.6802,0.4343,127.48810291290285,58.7
